,co_genes,SQpro,SQalpha,Sulfo-ED,SQbeta,Sulfo-TK,Sulfo-TAL,Sulfo-EMP,EMP,TK,TAL,ED,Species_rep,Lineage,GenomesWithThisLocus,TotalGenomesInSpecies,GenomeFractionWithLocus
429,"sedA,slaB,squF,sqvD,sqiA,yihV",0.0,0.0,0.3333333333333333,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000001244,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp900549055,8,101,0.07920792079207921
430,"sqwI,sqvD,yihR,sqgA,yihS,sqwG,sqwH",1.0,1.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000001378,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,1,1072,0.0009328358208955224
431,"sqvA,sqvD,sqiA,yihV,sqwG,sqwH,sqwF",0.0,0.0,0.0,1.0,0.6666666666666666,1.0,1.0,True,False,True,False,MGYG000000069,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__Clostridium_A leptum,9,282,0.031914893617021274
432,"yihV,yihU,sqvD,sqiA",0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000003684,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella massiliensis,2,86,0.023255813953488372
433,"yihR,yihV,sqvD,sqiA",0.0,1.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000003684,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella massiliensis,1,86,0.011627906976744186
434,"sqvD,squF,sqiA,yihR,yihV,sqwF",0.0,1.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000000175,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Muricomes;s__Muricomes sp000509105,2,9,0.2222222222222222
435,"sqvD,sqiA,yihR,yihV,yihU",0.0,1.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000001393,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Hafnia;s__Hafnia paralvei,12,15,0.8
436,"sqvA,sqgA,sqvD",1.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,True,False,MGYG000002697,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1623;s__,10,21,0.47619047619047616
437,"sqvA,sqvD",0.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,True,False,MGYG000002272,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D,6,1280,0.0046875
438,"sqwI,sqvD,yihR,yihS,sqwG,sqwH",0.0,1.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000001422,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus,3,3,1.0
439,"yihV,sqvD,sqiA",0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000004036,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820;s__UMGS1820 sp900545865,10,27,0.37037037037037035
440,"sqwI,sqwG,sqvD",0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000001372,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella xylaniphila,3,120,0.025
441,"yihV,sqvD,sqiA",0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000002872,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS874;s__UMGS874 sp900546315,1,9,0.1111111111111111
442,"yihQ,sqwI,sqvD,sqwG,sqwH,sqwF",0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000000746,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__,3,4,0.75
443,"squF,sqvD,sqiA,yihR,yihV",0.0,1.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000004122,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__AM07-15;s__,1,2,0.5
444,"sedA,sqvD,sqiA,yihR,yihV",0.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000002993,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135,3,443,0.006772009029345372
445,"squF,sqvD,sqiA,yihR,yihV",0.0,1.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000000172,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster lavalensis,4,20,0.2
446,"yihQ,sqvA,yihU,sqvD",0.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,True,False,MGYG000000508,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-724;s__CAG-724 sp003524145,1,143,0.006993006993006993
447,"slaB,sqvD,squF,sqiA,yihV",0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000002993,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135,7,443,0.01580135440180587
448,"sqwI,sqvD,smol,sqwG,sqwH,sqwF",0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000004130,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900547315,1,181,0.0055248618784530384
449,"sqvD,sqiA,yihV,sqgA,sedD",1.0,0.0,0.3333333333333333,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000004179,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__UMGS1241;s__UMGS1241 sp900550525,3,12,0.25
450,"yihV,sqvD,sqiA",0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000001689,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia coccoides,5,25,0.2
451,"yihV,sqvD,sqiA",0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000001688,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__Hungatella_A hathewayi_A,4,5,0.8
452,"sqvD,squF,sqiA,yihR,yihV,sqwF",0.0,1.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000000176,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Muricomes;s__Muricomes oroticus,2,3,0.6666666666666666
453,"sqwI,sqwG,sqvD",0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000001097,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pectinovora,1,123,0.008130081300813009
454,"sqwI,sqwG,sedA,sqvD",0.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000001097,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pectinovora,5,123,0.04065040650406504
455,"yihQ,yihV,sqvD,sqiA",0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000002233,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp900543555,1,25,0.04
456,"sqvA,sedA,sqvD",0.0,0.0,0.3333333333333333,1.0,0.0,1.0,0.0,False,False,True,False,MGYG000001300,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii,5,1446,0.003457814661134163
457,"yihQ,sqvD,squF,sqiA,yihR,yihV",0.0,1.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000004762,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catenibacillus;s__Catenibacillus sp900553975,1,2,0.5
458,"sqwG,sqvA,sqvD",0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.0,False,False,True,False,MGYG000002670,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900546625,3,21,0.14285714285714285
459,"sqwI,sqwG,sqvD",0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000000644,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900546535,1,76,0.013157894736842105
460,"yihV,sqvD,slaB,sqiA",0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000000370,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900545925,2,123,0.016260162601626018
461,"yihQ,sqvD,squF,sqiA,yihV,sqgA",1.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000003987,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1691;s__UBA1691 sp900544375,1,277,0.0036101083032490976
462,"sqvD,squF,sqiA,yihV,yihU,sqgA,sedD",1.0,0.0,0.3333333333333333,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000003682,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans,3,650,0.004615384615384616
463,"yihR,sqwG,sqvA,sqvD",0.0,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,False,False,True,False,MGYG000001296,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus acidilactici,1,44,0.022727272727272728
464,"sqvA,sqvD",0.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,True,False,MGYG000001597,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__UBA866 sp900543295,2,5,0.4
465,"sqvA,sqvD,yihR,sqwG,sqwH",0.0,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,False,False,True,False,MGYG000000142,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis,1,760,0.0013157894736842105
466,"sqwI,sqwG,sqvD,yihS",0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000001313,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii,5,433,0.011547344110854504
467,"yihR,yihV,sqvD,sqiA",0.0,1.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000003937,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis,1,3324,0.00030084235860409147
468,"yihQ,sqvA,yihU,sqvD",0.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,True,False,MGYG000000723,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385,1,1667,0.0005998800239952009
469,"sqvD,sqiK,sqiA",0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000002286,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia stercoris,2,145,0.013793103448275862
470,"yihV,sqgA,sqvD,sqiA",1.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000002031,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA5905;s__UBA5905 sp900549155,1,10,0.1
471,"yihQ,sqvA,sqvD",0.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,True,False,MGYG000002492,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis,1,7511,0.00013313806417254693
472,"yihR,yihV,sqvD,sqiA",0.0,1.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000004158,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus,1,1467,0.0006816632583503749
473,"yihV,sqvD,sqiA",0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000003937,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis,3,3324,0.0009025270758122744
474,"yihT,yihR,yihV,yihU,yihS",0.0,1.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000003372,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter werkmanii,4,7,0.5714285714285714
475,"yihV,sqvD,sqiA",0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000004578,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__UMGS1795;s__UMGS1795 sp900553555,7,11,0.6363636363636364
476,"yihV,sqvD,sqiA",0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000004223,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1883;f__UMGS1883;g__UMGS1883;s__UMGS1883 sp900763305,5,9,0.5555555555555556
477,"yihQ,yihT,yihR,yihV,yihU,yihS",0.0,1.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000002816,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter braakii,9,22,0.4090909090909091
478,"sqwI,sqwG,sqvD",0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000003697,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,5,383,0.013054830287206266
479,"sqvD,sqiA,yihR,yihV,yihU",0.0,1.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000002466,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia frederiksenii,3,3,1.0
480,"yihV,sqvD,sqiA",0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000004164,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1494;s__UMGS1494 sp900552305,3,11,0.2727272727272727
481,"sqvA,sqvD",0.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,True,False,MGYG000004852,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__,4,4,1.0
482,"sedA,slaB,sqvD,sqiA,yihR,yihV",0.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000002060,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp003525905,1,396,0.0025252525252525255
483,"yihV,sqvD,sqiA",0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000004543,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__,1,1,1.0
484,"sqwI,sqvD,yihR,sqgA,yihS,sqwG,sqwH",1.0,1.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000003351,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900765785,2,2,1.0
485,"sqvD,sqiA,yihV,yihU,sqgA,sedD",1.0,0.0,0.3333333333333333,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000002097,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__Firm-11;s__Firm-11 sp900553905,1,11,0.09090909090909091
486,"sqwI,yihV,sqvD,sqiA",0.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,True,False,False,False,MGYG000000370,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900545925,1,123,0.008130081300813009
487,"sqvA,yihS",0.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,True,False,MGYG000003808,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia culturomici,1,1,1.0
488,"yihV,sqvD,slaB,sqiA",0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000002410,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__Harryflintia acetispora,1,4,0.25
489,"sqwI,sqwG,sqgA,sqvD",1.0,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000000249,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis,1,669,0.0014947683109118087
490,"sqvA,sqvD",0.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,True,False,MGYG000000839,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900540255,2,106,0.018867924528301886
491,"yihV,sqvD,sqiA",0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000001817,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820;s__,3,5,0.6
492,"sqwI,sqwG,sqvD",0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000004180,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__,1,1,1.0
493,"sqwI,sqwG,yihS",0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000000029,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii,1,105,0.009523809523809525
494,"yihV,sqgA,sqvD,sqiA",1.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000003682,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans,1,650,0.0015384615384615385
495,"sqvA,sqvD,sqwH",0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.0,False,False,True,False,MGYG000000562,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp000437735,4,1057,0.003784295175023652
496,"sqvD,sqiA,yihV,sqwG,sqwH",0.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,True,False,False,False,MGYG000002369,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile,4,377,0.010610079575596816
497,"sqwI,sqwG,sqvD,sqwH",0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000002540,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara,3,1053,0.002849002849002849
498,"yihV,yihT,yihS,yihU",0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000002506,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,1,8314,0.00012027904738994468
499,"sqvA,sqvD",0.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,True,False,MGYG000000350,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__,1,1,1.0
500,"sqwG,sqvA,sqvD,sqwH",0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.0,False,False,True,False,MGYG000000102,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter sp902363255,2,2,1.0
501,"yihQ,sqvD,squF,sqiA,yihV,sqgA",1.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000003702,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900066775,5,1051,0.004757373929590866
502,"sqwI,sqvD,yihR,yihS,sqwG",0.0,1.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000004876,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__,1,1,1.0
503,"sqwI,sqvD,yihR,sedD,sqwG",0.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000004640,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900551055,2,12,0.16666666666666666
504,"yihV,sqvD,sqiA",0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000004106,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA5905;s__UBA5905 sp004558485,8,9,0.8888888888888888
505,"sqvA,sqvD",0.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,True,False,MGYG000004106,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA5905;s__UBA5905 sp004558485,6,9,0.6666666666666666
506,"sqwI,sqwG,sqvD,sqwH",0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000002291,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__OM05-12;s__OM05-12 sp003438995,3,5,0.6
507,"sqvA,sqgA,sqvD",1.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,True,False,MGYG000003456,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1865;s__UMGS1865 sp900547725,3,60,0.05
508,"sqvA,sqvD",0.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,True,False,MGYG000001300,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii,10,1446,0.006915629322268326
509,"sqvA,sqvD,yihR,sqwG,sqwH",0.0,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,False,False,True,False,MGYG000000271,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp900552665,1,1061,0.000942507068803016
510,"yihQ,sqvD,squF,sqiA,yihV,sqgA",1.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000004807,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__,1,1,1.0
511,"sqwI,sqvA,sqvD,sqwG,sqwH",0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,True,True,False,MGYG000001255,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_F,1,55,0.01818181818181818
512,"sqwI,sqvD,yihR,sqgA,sqwG,sqwH",1.0,1.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000001337,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,1,1124,0.0008896797153024911
513,"sqwI,sqwG,sqvD",0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000004561,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002480935,4,4,1.0
514,"sqwI,sqvD,yihR,yihS,sqwG",0.0,1.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,MGYG000000013,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp902362375,3,37,0.08108108108108109
515,"sqwI,sqvA,sqvD,sqwG,sqwH",0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,True,True,False,MGYG000002619,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_J,3,236,0.012711864406779662
516,"sqwI,yihV,sqvD,sqiA",0.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,True,False,False,False,MGYG000000133,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris,1,185,0.005405405405405406
517,"yihQ,sqvD,squF,sqiA,yihV,sqgA",1.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000000370,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900545925,2,123,0.016260162601626018
518,"sqvD,sqiA,yihV,sedD,sqwF",0.0,0.0,0.3333333333333333,1.0,0.0,0.0,1.0,True,False,False,False,MGYG000003833,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__WRGP01;s__,1,2,0.5
519,"sqvA,sqvD",0.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,True,False,MGYG000004624,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-390;s__,1,2,0.5
520,"sqwI,yihV,sqvD,sqwG",0.0,0.0,0.0,1.0,1.0,0.0,0.5,False,True,False,False,MGYG000001306,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola,1,593,0.0016863406408094434
